Query,Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SAMEA110420225,ERR9992868,2022-07-27 21:28:41,2022-08-10 14:22:02,2338781.0,706311862.0,2338781.0,302.0,217.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992868/ERR9992868.lite.1,ERX9533274,"JE02324445. CTB/NICD - South Africa, South Africa. JE02324445. 483",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518300,SAMEA110420225,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420225,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499444,,public,E7FE82340F3979A5284AF4EFC9CC48F1,BBD19C4C64C47C7B19BE7802E6C4C9D5
SAMEA110420224,ERR9992867,2022-07-27 21:28:41,2022-08-10 14:22:20,2535841.0,765823982.0,2535841.0,302.0,236.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992867/ERR9992867.lite.1,ERX9533273,"JE02270981. CTB/NICD - South Africa, South Africa. JE02270981. 482",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518299,SAMEA110420224,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420224,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499443,,public,5DA070C5380EFED65731638EC9F88E33,8DF9C4B7D793E9FC3EB7B17AAFFE6717
SAMEA110420223,ERR9992866,2022-07-27 21:28:41,2022-08-10 14:22:08,2636667.0,796273434.0,2636667.0,302.0,243.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992866/ERR9992866.lite.1,ERX9533272,"XD03064718. CTB/NICD - South Africa, South Africa. XD03064718. 481",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518298,SAMEA110420223,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420223,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499442,,public,D6913DDA9AD5F432F8444A36F1A92A9A,2356610DD01561A638A91EDC29990E7C
SAMEA110420222,ERR9992865,2022-07-27 21:28:41,2022-08-10 14:22:06,2156011.0,651115322.0,2156011.0,302.0,197.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992865/ERR9992865.lite.1,ERX9533271,"PS01243550. CTB/NICD - South Africa, South Africa. PS01243550. 480",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518297,SAMEA110420222,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420222,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499441,,public,5C6D9CEE99D0F3B0C413AC3B31E0FD7C,5D9F4307DD0A7661BE0C49CEC68007A6
SAMEA110420221,ERR9992864,2022-07-27 21:28:41,2022-08-10 14:22:03,2435230.0,735439460.0,2435230.0,302.0,224.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992864/ERR9992864.lite.1,ERX9533270,"JC00990225. CTB/NICD - South Africa, South Africa. JC00990225. 479",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518296,SAMEA110420221,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420221,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499440,,public,72017A24B43D9AD419F7F2BAD41E2C02,528BA3BCE92A60676429FECB88CB5074
SAMEA110420220,ERR9992863,2022-07-27 21:28:41,2022-08-10 14:22:19,2490012.0,751983624.0,2490012.0,302.0,226.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992863/ERR9992863.lite.1,ERX9533269,"WF00218458. CTB/NICD - South Africa, South Africa. WF00218458. 478",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518295,SAMEA110420220,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420220,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499439,,public,3B76A84A5F10B2917CB93F3B785585F3,7FA49CEE8C2691BCB950CFB46AAA00D9
SAMEA110420219,ERR9992862,2022-07-27 21:28:41,2022-08-10 14:21:50,2552280.0,770788560.0,2552280.0,302.0,233.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992862/ERR9992862.lite.1,ERX9533268,"LA00893115. CTB/NICD - South Africa, South Africa. LA00893115. 477",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518294,SAMEA110420219,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420219,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499438,,public,DA234340C56D28F46F478AF7F0492B2E,46A610EC8BE3779687D68936F13A7F69
SAMEA110420218,ERR9992861,2022-07-27 21:28:41,2022-08-10 14:22:31,2644714.0,798703628.0,2644714.0,302.0,242.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9992/ERR9992861/ERR9992861.lite.1,ERX9533267,"BC01699318. CTB/NICD - South Africa, South Africa. BC01699318. 475",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518293,SAMEA110420218,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420218,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499437,,public,B9E385E0850647E920A4BC5942478EB8,7C10AA132B85A694FC770E0849982035
SAMEA110420217,ERR9992860,2022-07-27 21:28:41,2022-08-10 14:21:56,2349937.0,709680974.0,2349937.0,302.0,215.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992860/ERR9992860.lite.1,ERX9533266,"PK02581454. CTB/NICD - South Africa, South Africa. PK02581454. 474",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518292,SAMEA110420217,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420217,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499436,,public,5002F77320A399E11EE0B1786FA01C00,9D0792F6C87FE0675C22F2775742A99A
SAMEA110420216,ERR9992859,2022-07-27 21:28:41,2022-08-10 14:22:08,2572447.0,776878994.0,2572447.0,302.0,237.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992859/ERR9992859.lite.1,ERX9533265,"PK02545301. CTB/NICD - South Africa, South Africa. PK02545301. 473",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518291,SAMEA110420216,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420216,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499435,,public,BE1F14BC3EC2FE553AB911193BB7E2E8,464CE8B2DC3BECA4A9F1790E4BF94F89
SAMEA110420215,ERR9992858,2022-07-27 21:28:41,2022-08-10 14:22:19,2119446.0,640072692.0,2119446.0,302.0,196.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992858/ERR9992858.lite.1,ERX9533264,"YA00188540. CTB/NICD - South Africa, South Africa. YA00188540. 472",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518290,SAMEA110420215,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420215,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499434,,public,D36B0D673D5656FAD14689EE5E01D47A,EAC9285A945FD86ED4D67BF7B81AEC2F
SAMEA110420214,ERR9992857,2022-07-27 21:28:41,2022-08-10 14:21:55,2188294.0,660864788.0,2188294.0,302.0,202.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992857/ERR9992857.lite.1,ERX9533263,"YA00168309. CTB/NICD - South Africa, South Africa. YA00168309. 470",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518289,SAMEA110420214,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420214,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499433,,public,4AC88C627007B720FC6C974148AB4CCD,38F5B9EDD91006B15ED5F7864B1B1D94
SAMEA110420213,ERR9992856,2022-07-27 21:28:41,2022-08-10 14:22:00,2791968.0,843174336.0,2791968.0,302.0,250.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992856/ERR9992856.lite.1,ERX9533262,"YA00139625. CTB/NICD - South Africa, South Africa. YA00139625. 465",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518288,SAMEA110420213,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420213,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499432,,public,F75CD58CF5670A617A1B5FAD07CA3F1C,258BB663A8BF371243681D8DFC2E9B2A
SAMEA110420212,ERR9992855,2022-07-27 21:28:41,2022-08-10 14:22:18,2783564.0,840636328.0,2783564.0,302.0,253.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992855/ERR9992855.lite.1,ERX9533261,"YA00134715. CTB/NICD - South Africa, South Africa. YA00134715. 464",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518287,SAMEA110420212,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420212,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499431,,public,6331B36D14218609F97CB0E78ACA626A,62C7A9CC9CC1AD1281B5BBE368C93E48
SAMEA110420211,ERR9992854,2022-07-27 21:28:41,2022-08-10 14:22:23,2459486.0,742764772.0,2459486.0,302.0,222.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992854/ERR9992854.lite.1,ERX9533260,"YA00116205. CTB/NICD - South Africa, South Africa. YA00116205. 463",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518286,SAMEA110420211,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420211,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499430,,public,D26AFC4856DB7D2D198F3F98575B4E2F,F76C2E7DD80151DB6F015026BE2516E6
SAMEA110420210,ERR9992853,2022-07-27 21:28:41,2022-08-10 14:22:26,2593874.0,783349948.0,2593874.0,302.0,231.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992853/ERR9992853.lite.1,ERX9533259,"YA00113108. CTB/NICD - South Africa, South Africa. YA00113108. 462",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518285,SAMEA110420210,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420210,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499429,,public,28B846E7FB9B8F3EC324E2F34CBFE2F2,5A4E283C07E70F3B37128C5EC23CB403
SAMEA110420209,ERR9992852,2022-07-27 21:28:41,2022-08-10 14:22:29,2959811.0,893862922.0,2959811.0,302.0,264.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992852/ERR9992852.lite.1,ERX9533258,"YA00110866. CTB/NICD - South Africa, South Africa. YA00110866. 461",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518284,SAMEA110420209,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420209,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499428,,public,EF677BE3A05DC48901E9A50C3B8EB5D6,1DCDF732F56AC95EAEE5FF597CCB986A
SAMEA110420208,ERR9992851,2022-07-27 21:28:41,2022-08-10 14:22:25,2829853.0,854615606.0,2829853.0,302.0,257.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992851/ERR9992851.lite.1,ERX9533257,"YA00206179. CTB/NICD - South Africa, South Africa. YA00206179. 451",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518283,SAMEA110420208,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420208,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499427,,public,5D61BA7072A80B366C35880CF7B485F7,00EDE7997E6F8808D89221ED647FA2B2
SAMEA110420207,ERR9992850,2022-07-27 21:28:41,2022-08-10 14:22:06,2855069.0,862230838.0,2855069.0,302.0,258.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992850/ERR9992850.lite.1,ERX9533256,"VB00328217. CTB/NICD - South Africa, South Africa. VB00328217. 450",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518282,SAMEA110420207,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420207,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499426,,public,AC6F4D84AF76FEB452B1982F2A4C0DCA,7DB82B246AC954695008726A66376851
SAMEA110420206,ERR9992849,2022-07-27 21:28:41,2022-08-10 14:22:12,2852229.0,861373158.0,2852229.0,302.0,255.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992849/ERR9992849.lite.1,ERX9533255,"UH01237736. CTB/NICD - South Africa, South Africa. UH01237736. 449",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518281,SAMEA110420206,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420206,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499425,,public,63EE9D7B7154F16AB73AA1D840AC512D,D19824C029A4638041D5AFDBA5B3363D
SAMEA110420205,ERR9992848,2022-07-27 21:28:41,2022-08-10 14:22:01,2392557.0,722552214.0,2392557.0,302.0,215.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992848/ERR9992848.lite.1,ERX9533254,"UH01150839. CTB/NICD - South Africa, South Africa. UH01150839. 448",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518280,SAMEA110420205,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420205,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499424,,public,E3807D41F84E0E87315BADD7D51D527B,190751082446E947F657D6EFDA1CAFE6
SAMEA110420204,ERR9992847,2022-07-27 21:28:41,2022-08-10 14:22:39,2871637.0,867234374.0,2871637.0,302.0,259.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992847/ERR9992847.lite.1,ERX9533253,"YA00091162. CTB/NICD - South Africa, South Africa. YA00091162. 447",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518279,SAMEA110420204,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420204,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499423,,public,89B4810BB14A3CD68636A15094CD1633,171F6CE8E03F3337CD2C68FC7A9AA9F8
SAMEA110420203,ERR9992846,2022-07-27 21:28:41,2022-08-10 14:22:26,3151440.0,951734880.0,3151440.0,302.0,281.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992846/ERR9992846.lite.1,ERX9533252,"TD02608450. CTB/NICD - South Africa, South Africa. TD02608450. 446",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518278,SAMEA110420203,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420203,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499422,,public,EFB63D79326AA5A06A090FCD3B75926C,49AC9AB57DC04A63F0F44C7CEB069CD7
SAMEA110420202,ERR9992845,2022-07-27 21:28:41,2022-08-10 14:22:07,2867876.0,866098552.0,2867876.0,302.0,256.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/ERR009/9992/ERR9992845/ERR9992845.lite.1,ERX9533251,"PS00990747. CTB/NICD - South Africa, South Africa. PS00990747. 445",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518277,SAMEA110420202,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420202,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499421,,public,43F5E8296EFE9F713C2C070ECCC830ED,EEC589B96DC824DFBA98592E6EEE6BBE
SAMEA110420201,ERR9992844,2022-07-27 21:28:41,2022-08-10 14:22:08,2509488.0,757865376.0,2509488.0,302.0,224.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992844/ERR9992844.lite.1,ERX9533250,"PS00953666. CTB/NICD - South Africa, South Africa. PS00953666. 444",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518276,SAMEA110420201,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420201,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499420,,public,EEE30EA46EC63F3741B760B32B92DCCF,05F74C6E89C52A9EA5B85DF81EA02920
SAMEA110420200,ERR9992843,2022-07-27 21:28:41,2022-08-10 14:22:14,2301896.0,695172592.0,2301896.0,302.0,212.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992843/ERR9992843.lite.1,ERX9533249,"PA00259519. CTB/NICD - South Africa, South Africa. PA00259519. 443",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518275,SAMEA110420200,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420200,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499419,,public,3C6B8FF24AEA43F981F91DCCEB3471FA,70EBA05B0991B1E37B5737700ACCB1F7
SAMEA110420199,ERR9992842,2022-07-27 21:28:41,2022-08-10 14:22:02,2542083.0,767709066.0,2542083.0,302.0,230.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992842/ERR9992842.lite.1,ERX9533248,"YA00119465. CTB/NICD - South Africa, South Africa. YA00119465. 442",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518274,SAMEA110420199,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420199,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499418,,public,8CC36BEAC011EBD725710D4CE40F0FA5,E22FEAD67077085B371DEC9E40D95489
SAMEA110420198,ERR9992841,2022-07-27 21:28:41,2022-08-10 14:22:00,2397228.0,723962856.0,2397228.0,302.0,221.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992841/ERR9992841.lite.1,ERX9533247,"YA00194368. CTB/NICD - South Africa, South Africa. YA00194368. 438",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518273,SAMEA110420198,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420198,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499417,,public,334DC151D3BC77D302EC36E7E4D4B663,07EF0284868C4C490D08E3EC3F9879C5
SAMEA110420197,ERR9992840,2022-07-27 21:28:41,2022-08-10 14:22:02,2541060.0,767400120.0,2541060.0,302.0,235.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992840/ERR9992840.lite.1,ERX9533246,"YA00113103. CTB/NICD - South Africa, South Africa. YA00113103. 437",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518272,SAMEA110420197,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420197,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499416,,public,D0A512A8E3A52F11071846ACFC243FCB,71BEC4A96EE33AABD7E34A5372913CCA
SAMEA110420196,ERR9992839,2022-07-27 21:28:41,2022-08-10 14:21:46,2088505.0,630728510.0,2088505.0,302.0,195.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992839/ERR9992839.lite.1,ERX9533245,"XD02229326. CTB/NICD - South Africa, South Africa. XD02229326. 435",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518271,SAMEA110420196,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420196,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499415,,public,98AB5212DDB4AFC594AADCC4FB096CA9,B99D68A196CD19242318C813BA5FE30B
SAMEA110420195,ERR9992838,2022-07-27 21:28:40,2022-08-10 14:21:54,2391316.0,722177432.0,2391316.0,302.0,217.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992838/ERR9992838.lite.1,ERX9533244,"YA00171514. CTB/NICD - South Africa, South Africa. YA00171514. 434",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518270,SAMEA110420195,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420195,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499414,,public,925D4B698EA9B36B7505BC9FAB08F351,C4652E56175CEFAB4C72550D79C52BE2
SAMEA110420194,ERR9992837,2022-07-27 21:28:40,2022-08-10 14:21:51,2318049.0,700050798.0,2318049.0,302.0,208.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/ERR009/9992/ERR9992837/ERR9992837.lite.1,ERX9533243,"YA00171511. CTB/NICD - South Africa, South Africa. YA00171511. 433",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518269,SAMEA110420194,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420194,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499413,,public,B7C3C08C0B658BC7868F622DA723994A,30141E576ED4A587D1CBAC696E77FFC8
SAMEA110420193,ERR9992836,2022-07-27 21:28:40,2022-08-10 14:22:16,2584499.0,780518698.0,2584499.0,302.0,237.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/ERR009/9992/ERR9992836/ERR9992836.lite.1,ERX9533242,"YA00171019. CTB/NICD - South Africa, South Africa. YA00171019. 431",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518268,SAMEA110420193,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420193,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499412,,public,7AD1BC58CAD1A638A39EA084A85E25CB,9B77F985903CF0EF71DD2C127A764B7C
SAMEA110420192,ERR9992835,2022-07-27 21:28:40,2022-08-10 14:22:20,2735807.0,826213714.0,2735807.0,302.0,250.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/ERR009/9992/ERR9992835/ERR9992835.lite.1,ERX9533241,"XD01997337. CTB/NICD - South Africa, South Africa. XD01997337. 430",WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina NovaSeq 6000,ERP139874,PRJEB55007,,862850.0,ERS12518267,SAMEA110420192,simple,1773.0,Mycobacterium tuberculosis,SAMEA110420192,,,,,,,no,,,,,"CTB/NICD - SOUTH AFRICA, SOUTH AFRICA",ERA16499411,,public,D97113C22F62C52971848C15705C3D5A,24D27C325A5CD533075183C4FDE6BBDC
